95	1767	1.0
82	2247	1.0
138	174	1.0
122	766	1.0
98	1653	1.0
109	1246	1.0
129	513	1.0
130	474	1.0
122	769	1.0
122	775	1.0
126	627	1.0
117	959	1.0
109	1261	1.0
90	1964	1.0
122	778	1.0
122	782	1.0
126	633	1.0
103	1489	1.0
138	197	1.0
138	201	1.0
124	726	1.0
126	652	1.0
95	1798	1.0
103	1500	1.0
104	1468	1.0
122	801	1.0
135	335	1.0
102	1555	1.0
125	704	1.0
135	332	1.0
108	1331	1.0
125	709	1.0
123	782	1.0
100	1631	1.0
116	1039	1.0
101	1594	1.0
104	1483	1.0
100	1635	1.0
128	606	1.0
118	975	1.0
89	2046	1.0
117	1017	1.0
96	1794	1.0
108	1349	1.0
123	798	1.0
136	317	1.0
96	1795	1.0
92	1949	1.0
129	580	1.0
122	839	1.0
110	1283	1.0
130	547	1.0
117	1026	1.0
138	255	1.0
125	735	1.0
100	1659	1.0
136	333	1.0
110	1294	1.0
111	1256	1.0
139	227	1.0
129	596	1.0
113	1193	1.0
108	1377	1.0
113	1192	1.0
132	489	1.0
91	2006	1.0
115	1126	1.0
113	1204	1.0
126	721	1.0
110	1320	1.0
145	37	1.0
114	1183	1.0
141	184	1.0
128	663	1.0
127	704	1.0
115	898	1.0
103	1349	1.0
130	356	1.0
100	1469	1.0
112	1024	1.0
135	173	1.0
120	734	1.0
106	1251	1.0
90	1842	1.0
77	2328	1.0
136	143	1.0
91	1808	1.0
87	1962	1.0
133	258	1.0
92	1785	1.0
108	1198	1.0
89	1900	1.0
124	605	1.0
89	1898	1.0
136	164	1.0
80	2239	1.0
87	1986	1.0
96	1658	1.0
122	695	1.0
135	213	1.0
137	138	1.0
119	808	1.0
129	445	1.0
94	1739	1.0
141	0	1.0
128	480	1.0
135	220	1.0
80	2255	1.0
120	781	1.0
100	1520	1.0
122	711	1.0
102	1456	1.0
135	235	1.0
99	1566	1.0
136	199	1.0
96	1685	1.0
122	722	1.0
96	1683	1.0
101	1504	1.0
126	578	1.0
124	651	1.0
122	730	1.0
98	1617	1.0
128	514	1.0
96	1697	1.0
141	31	1.0
123	702	1.0
94	1773	1.0
129	485	1.0
91	1889	1.0
96	1704	1.0
116	969	1.0
92	1856	1.0
130	449	1.0
135	271	1.0
122	759	1.0
85	2131	1.0
116	983	1.0
118	909	1.0
116	1245	1.0
91	2170	1.0
147	97	1.0
96	1989	1.0
92	2142	1.0
117	1214	1.0
116	1251	1.0
136	517	1.0
147	110	1.0
120	1109	1.0
96	2001	1.0
96	2000	1.0
148	81	1.0
128	821	1.0
148	80	1.0
105	1677	1.0
100	1862	1.0
98	1935	1.0
98	1933	1.0
109	1533	1.0
148	88	1.0
129	790	1.0
147	130	1.0
132	684	1.0
124	986	1.0
148	97	1.0
107	1613	1.0
150	22	1.0
92	2174	1.0
91	2208	1.0
126	920	1.0
138	476	1.0
94	2103	1.0
150	31	1.0
104	1732	1.0
95	2064	1.0
122	1072	1.0
150	36	1.0
145	218	1.0
151	0	1.0
92	2189	1.0
131	745	1.0
150	48	1.0
100	1901	1.0
145	236	1.0
147	160	1.0
147	167	1.0
145	239	1.0
108	1614	1.0
137	538	1.0
126	952	1.0
148	139	1.0
110	1551	1.0
122	1111	1.0
106	1702	1.0
102	1850	1.0
130	813	1.0
145	265	1.0
117	1301	1.0
150	78	1.0
112	1483	1.0
122	1119	1.0
150	83	1.0
122	1117	1.0
135	642	1.0
146	240	1.0
147	202	1.0
136	607	1.0
112	1501	1.0
138	539	1.0
130	834	1.0
96	2092	1.0
122	1136	1.0
137	580	1.0
148	178	1.0
137	589	1.0
136	624	1.0
149	143	1.0
103	1845	1.0
147	217	1.0
148	179	1.0
138	549	1.0
91	2295	1.0
136	630	1.0
147	221	1.0
148	184	1.0
142	154	1.0
96	1856	1.0
92	2010	1.0
91	2047	1.0
123	860	1.0
134	453	1.0
141	201	1.0
117	1091	1.0
113	1245	1.0
129	651	1.0
135	429	1.0
116	1137	1.0
131	582	1.0
101	1691	1.0
100	1728	1.0
128	696	1.0
99	1769	1.0
135	436	1.0
120	996	1.0
112	1297	1.0
145	76	1.0
122	925	1.0
147	0	1.0
117	1110	1.0
128	710	1.0
116	1153	1.0
92	2040	1.0
143	158	1.0
122	934	1.0
128	711	1.0
119	1050	1.0
103	1642	1.0
145	93	1.0
128	721	1.0
138	356	1.0
87	2240	1.0
116	1172	1.0
105	1585	1.0
94	1997	1.0
136	450	1.0
140	301	1.0
129	707	1.0
132	596	1.0
100	1786	1.0
147	47	1.0
147	46	1.0
122	969	1.0
116	1196	1.0
122	974	1.0
117	1159	1.0
116	1202	1.0
119	1091	1.0
108	1497	1.0
148	15	1.0
100	1791	1.0
147	63	1.0
145	137	1.0
115	1251	1.0
147	66	1.0
89	2212	1.0
130	693	1.0
148	38	1.0
142	258	1.0
96	1966	1.0
132	632	1.0
88	2259	1.0
138	416	1.0
129	756	1.0
122	1014	1.0
145	162	1.0
130	717	1.0
126	872	1.0
101	1797	1.0
91	2167	1.0
104	1685	1.0
130	722	1.0
113	589	1.0
115	514	1.0
69	2216	1.0
94	1294	1.0
112	634	1.0
81	1780	1.0
119	374	1.0
117	447	1.0
74	2046	1.0
91	1416	1.0
108	793	1.0
108	792	1.0
69	2243	1.0
118	429	1.0
79	1872	1.0
81	1802	1.0
129	33	1.0
93	1365	1.0
113	622	1.0
115	548	1.0
77	1959	1.0
110	741	1.0
113	637	1.0
129	43	1.0
91	1454	1.0
96	1273	1.0
124	235	1.0
69	2276	1.0
116	536	1.0
124	240	1.0
122	313	1.0
116	545	1.0
75	2061	1.0
72	2171	1.0
125	215	1.0
81	1842	1.0
89	1546	1.0
100	1139	1.0
100	1146	1.0
84	1738	1.0
126	184	1.0
105	960	1.0
77	1994	1.0
75	2074	1.0
119	450	1.0
113	672	1.0
102	1088	1.0
122	348	1.0
94	1381	1.0
98	1233	1.0
74	2128	1.0
119	463	1.0
120	425	1.0
116	578	1.0
84	1763	1.0
96	1323	1.0
72	2216	1.0
130	70	1.0
82	1845	1.0
122	372	1.0
116	592	1.0
85	1738	1.0
81	1892	1.0
122	374	1.0
116	596	1.0
92	1483	1.0
129	120	1.0
98	1015	1.0
101	909	1.0
66	2208	1.0
78	1762	1.0
96	1100	1.0
77	1808	1.0
76	1844	1.0
96	1103	1.0
122	151	1.0
122	156	1.0
96	1116	1.0
106	751	1.0
99	1019	1.0
107	726	1.0
124	102	1.0
82	1659	1.0
108	696	1.0
64	2324	1.0
117	372	1.0
122	185	1.0
75	1924	1.0
105	821	1.0
122	191	1.0
110	633	1.0
112	565	1.0
118	342	1.0
90	1377	1.0
90	1381	1.0
78	1835	1.0
75	1949	1.0
113	542	1.0
91	1361	1.0
111	620	1.0
120	291	1.0
82	1701	1.0
77	1891	1.0
116	447	1.0
91	1378	1.0
102	983	1.0
117	432	1.0
81	1762	1.0
110	689	1.0
89	1732	1.0
133	103	1.0
130	220	1.0
117	704	1.0
116	741	1.0
96	1480	1.0
110	961	1.0
112	887	1.0
91	1664	1.0
116	750	1.0
92	1635	1.0
119	643	1.0
117	721	1.0
80	2087	1.0
106	1125	1.0
99	1389	1.0
91	1684	1.0
133	136	1.0
115	802	1.0
113	881	1.0
117	735	1.0
90	1733	1.0
136	36	1.0
91	1707	1.0
117	747	1.0
81	2078	1.0
133	161	1.0
112	941	1.0
100	1385	1.0
116	793	1.0
89	1797	1.0
116	802	1.0
134	136	1.0
132	213	1.0
80	2135	1.0
122	586	1.0
130	290	1.0
92	1702	1.0
86	1924	1.0
116	812	1.0
92	1705	1.0
95	1594	1.0
89	1815	1.0
84	2000	1.0
130	304	1.0
119	710	1.0
81	2115	1.0
106	1196	1.0
118	750	1.0
111	1014	1.0
136	88	1.0
130	316	1.0
111	1018	1.0
138	19	1.0
77	2276	1.0
130	319	1.0
119	724	1.0
96	1582	1.0
92	1728	1.0
116	839	1.0
92	1727	1.0
80	2175	1.0
122	628	1.0
122	627	1.0
91	1773	1.0
100	1440	1.0
130	336	1.0
129	371	1.0
128	408	1.0
138	38	1.0
136	117	1.0
77	2299	1.0
91	1531	1.0
91	1528	1.0
122	387	1.0
74	2162	1.0
116	607	1.0
131	63	1.0
89	1614	1.0
128	178	1.0
91	1546	1.0
113	737	1.0
128	179	1.0
132	31	1.0
116	630	1.0
116	637	1.0
90	1603	1.0
132	52	1.0
122	422	1.0
90	1612	1.0
85	1797	1.0
122	429	1.0
133	22	1.0
78	2061	1.0
92	1550	1.0
115	703	1.0
72	2293	1.0
113	775	1.0
130	152	1.0
130	151	1.0
95	1445	1.0
130	153	1.0
122	449	1.0
85	1825	1.0
77	2119	1.0
72	2308	1.0
72	2307	1.0
130	168	1.0
123	426	1.0
126	319	1.0
91	1613	1.0
115	730	1.0
90	1655	1.0
129	211	1.0
120	548	1.0
129	221	1.0
116	699	1.0
91	1629	1.0
131	149	1.0
125	371	1.0
127	301	1.0
123	448	1.0
116	707	1.0
135	10	1.0
110	934	1.0
128	267	1.0
83	1932	1.0
105	1123	1.0
126	351	1.0
75	2243	1.0
99	1354	1.0
92	1617	1.0
130	211	1.0
109	987	1.0
72	1594	1.0
52	2333	1.0
53	2296	1.0
110	186	1.0
82	1228	1.0
96	710	1.0
61	2004	1.0
114	43	1.0
109	226	1.0
64	1891	1.0
57	2156	1.0
106	341	1.0
113	89	1.0
109	235	1.0
87	1055	1.0
101	541	1.0
92	873	1.0
106	353	1.0
82	1245	1.0
89	993	1.0
57	2177	1.0
77	1436	1.0
100	585	1.0
75	1509	1.0
74	1545	1.0
56	2216	1.0
101	555	1.0
91	924	1.0
61	2034	1.0
67	1812	1.0
81	1301	1.0
57	2189	1.0
100	596	1.0
106	374	1.0
89	1002	1.0
92	903	1.0
63	1983	1.0
56	2239	1.0
57	2209	1.0
61	2060	1.0
71	1690	1.0
61	2059	1.0
57	2206	1.0
94	844	1.0
84	1218	1.0
57	2216	1.0
106	403	1.0
115	68	1.0
57	2225	1.0
74	1594	1.0
108	339	1.0
117	12	1.0
61	2087	1.0
113	162	1.0
68	1833	1.0
91	985	1.0
74	1619	1.0
117	30	1.0
99	696	1.0
96	814	1.0
110	298	1.0
118	1	1.0
72	1703	1.0
99	717	1.0
57	2020	1.0
57	2019	1.0
73	1427	1.0
80	1174	1.0
97	544	1.0
61	1874	1.0
52	2214	1.0
70	1546	1.0
108	146	1.0
102	371	1.0
57	2035	1.0
52	2226	1.0
96	602	1.0
85	1008	1.0
96	601	1.0
108	162	1.0
80	1197	1.0
57	2047	1.0
91	794	1.0
67	1680	1.0
72	1502	1.0
74	1431	1.0
52	2243	1.0
89	879	1.0
52	2248	1.0
100	472	1.0
82	1144	1.0
77	1333	1.0
80	1223	1.0
87	971	1.0
113	9	1.0
90	863	1.0
100	498	1.0
92	794	1.0
104	348	1.0
55	2165	1.0
98	573	1.0
57	2101	1.0
57	2099	1.0
94	729	1.0
68	1697	1.0
52	2289	1.0
72	1548	1.0
52	2287	1.0
66	1773	1.0
74	1484	1.0
94	743	1.0
110	151	1.0
61	1963	1.0
77	1381	1.0
98	602	1.0
100	531	1.0
108	235	1.0
52	2325	1.0
92	844	1.0
96	696	1.0
91	880	1.0
110	184	1.0
57	2143	1.0
68	1998	1.0
71	1885	1.0
100	811	1.0
